"date","consumption","temp","season"
2000-06-12,109,57,"spring"
2000-06-13,109,69,"spring"
2000-06-14,90,72,"spring"
2000-06-15,95,70,"spring"
2000-06-16,114,67,"spring"
2000-06-17,106,60,"spring"
2000-06-18,92,65,"spring"
2000-06-19,89,66,"spring"
2000-06-20,101,74,"spring"
2000-06-21,114,74,"spring"
2000-06-22,89,72,"spring"
2000-06-23,92,71,"spring"
2000-06-24,108,71,"spring"
2000-06-25,99,75,"spring"
2000-06-26,120,72,"spring"
2000-06-27,106,68,"spring"
2000-06-28,84,62,"spring"
2000-06-29,102,66,"spring"
2000-06-30,105,66,"spring"
2000-07-01,99,71,"summer"
2000-07-02,85,74,"summer"
2000-07-03,97,68,"summer"
2000-07-04,88,70,"summer"
2000-07-05,120,76,"summer"
2000-07-06,89,74,"summer"
2000-07-07,108,70,"summer"
2000-07-08,117,73,"summer"
2000-07-09,111,81,"summer"
2000-07-10,98,73,"summer"
2000-07-11,119,69,"summer"
2000-07-12,96,72,"summer"
2000-07-13,108,75,"summer"
2000-07-14,97,77,"summer"
2000-07-15,116,73,"summer"
2000-07-16,91,73,"summer"
2000-07-17,94,77,"summer"
2000-07-18,98,66,"summer"
2000-07-19,83,63,"summer"
2000-07-20,91,67,"summer"
2000-07-21,100,67,"summer"
2000-07-22,97,63,"summer"
2000-07-23,98,63,"summer"
2000-07-24,112,66,"summer"
2000-07-25,106,69,"summer"
2000-07-26,103,73,"summer"
2000-07-27,92,77,"summer"
2000-07-28,93,74,"summer"
2000-07-29,111,73,"summer"
2000-07-30,84,71,"summer"
2000-07-31,111,70,"summer"
2000-08-01,97,73,"summer"
2000-08-02,101,76,"summer"
2000-08-03,97,63,"summer"
2000-08-04,104,67,"summer"
2000-08-05,103,67,"summer"
2000-08-06,108,78,"summer"
2000-08-07,112,76,"summer"
2000-08-08,107,77,"summer"
2000-08-09,112,79,"summer"
2000-08-10,93,74,"summer"
2000-08-11,97,71,"summer"
2000-08-12,104,71,"summer"
2000-08-13,104,74,"summer"
2000-08-14,80,76,"summer"
2000-08-15,125,82,"summer"
2000-08-16,102,70,"summer"
2000-08-17,81,68,"summer"
2000-08-18,86,67,"summer"
2000-08-19,108,64,"summer"
2000-08-20,106,65,"summer"
2000-08-21,109,67,"summer"
2000-08-22,119,76,"summer"
2000-08-23,93,76,"summer"
2000-08-24,110,71,"summer"
2000-08-25,95,70,"summer"
2000-08-26,101,73,"summer"
2000-08-27,105,72,"summer"
2000-08-28,89,75,"summer"
2000-08-29,83,77,"summer"
2000-08-30,109,77,"summer"
2000-08-31,106,80,"summer"
2000-09-01,100,80,"summer"
2000-09-02,103,79,"summer"
2000-09-03,99,77,"summer"
2000-09-04,93,66,"summer"
2000-09-05,89,63,"summer"
2000-09-06,91,61,"summer"
2000-09-07,100,74,"summer"
2000-09-08,100,75,"summer"
2000-09-09,91,76,"summer"
2000-09-10,99,78,"summer"
2000-09-11,91,75,"summer"
2000-09-12,100,63,"summer"
2000-09-13,79,63,"summer"
2000-09-14,103,65,"summer"
2000-09-15,92,56,"summer"
2000-09-16,112,56,"summer"
2000-09-17,120,68,"summer"
2000-09-18,118,69,"summer"
2000-09-19,111,75,"summer"
2000-09-20,101,58,"summer"
2000-09-21,102,54,"summer"
2000-09-22,92,58,"summer"
2000-09-23,101,63,"summer"
2000-09-24,103,53,"summer"
2000-09-25,97,49,"summer"
2000-09-26,109,56,"summer"
2000-09-27,90,59,"summer"
2000-09-28,113,55,"summer"
2000-09-29,127,61,"summer"
2000-09-30,109,65,"summer"
2000-10-01,124,72,"autumn"
2000-10-02,120,69,"autumn"
2000-10-03,119,59,"autumn"
2000-10-04,102,57,"autumn"
2000-10-05,117,52,"autumn"
2000-10-06,112,41,"autumn"
2000-10-07,125,40,"autumn"
2000-10-08,122,39,"autumn"
2000-10-09,113,44,"autumn"
2000-10-10,126,49,"autumn"
2000-10-11,95,53,"autumn"
2000-10-12,119,58,"autumn"
2000-10-13,126,66,"autumn"
2000-10-14,124,67,"autumn"
2000-10-15,130,55,"autumn"
2000-10-16,111,51,"autumn"
2000-10-17,114,52,"autumn"
2000-10-18,112,54,"autumn"
2000-10-19,125,62,"autumn"
2000-10-20,116,66,"autumn"
2000-10-21,103,58,"autumn"
2000-10-22,117,59,"autumn"
2000-10-23,114,65,"autumn"
2000-10-24,111,63,"autumn"
2000-10-25,99,62,"autumn"
2000-10-26,124,68,"autumn"
2000-10-27,112,61,"autumn"
2000-10-28,81,50,"autumn"
2000-10-29,108,46,"autumn"
2000-10-30,112,50,"autumn"
2000-10-31,120,59,"autumn"
2000-11-01,115,63,"autumn"
2000-11-02,116,55,"autumn"
2000-11-03,101,48,"autumn"
2000-11-04,107,46,"autumn"
2000-11-05,100,46,"autumn"
2000-11-06,117,49,"autumn"
2000-11-07,115,49,"autumn"
2000-11-08,108,40,"autumn"
2000-11-09,102,39,"autumn"
2000-11-10,98,37,"autumn"
2000-11-11,108,38,"autumn"
2000-11-12,118,45,"autumn"
2000-11-13,103,36,"autumn"
2000-11-14,117,32,"autumn"
2000-11-15,112,31,"autumn"
2000-11-16,110,36,"autumn"
2000-11-17,108,30,"autumn"
2000-11-18,117,27,"autumn"
2000-11-19,136,30,"autumn"
2000-11-20,103,24,"autumn"
2000-11-21,120,19,"autumn"
2000-11-22,112,22,"autumn"
2000-11-23,127,29,"autumn"
2000-11-24,120,32,"autumn"
2000-11-25,114,38,"autumn"
2000-11-26,111,39,"autumn"
2000-11-27,114,34,"autumn"
2000-11-28,128,34,"autumn"
2000-11-29,128,35,"autumn"
2000-11-30,119,34,"autumn"
2000-12-01,125,34,"autumn"
2000-12-02,113,31,"autumn"
2000-12-03,128,28,"autumn"
2000-12-04,126,32,"autumn"
2000-12-05,112,21,"autumn"
2000-12-06,112,15,"autumn"
2000-12-07,123,25,"autumn"
2000-12-08,106,18,"autumn"
2000-12-09,110,16,"autumn"
2000-12-10,117,30,"autumn"
2000-12-11,126,23,"autumn"
2000-12-12,138,4,"autumn"
2000-12-13,121,8,"autumn"
2000-12-14,125,17,"autumn"
2000-12-15,121,17,"autumn"
2000-12-16,126,25,"autumn"
2000-12-17,131,8,"autumn"
2000-12-18,125,8,"autumn"
2000-12-19,129,14,"autumn"
2000-12-20,118,6,"autumn"
2000-12-21,97,6,"autumn"
2000-12-22,124,-1,"autumn"
2000-12-23,144,8,"autumn"
2000-12-24,128,5,"autumn"
2000-12-25,131,5,"autumn"
2000-12-26,122,11,"autumn"
2000-12-27,119,12,"autumn"
2000-12-28,125,13,"autumn"
2000-12-29,132,21,"autumn"
2000-12-30,133,27,"autumn"
2000-12-31,145,16,"autumn"
